GFDC-number,concept-id,Keytype,indexTerm-en,indexTerm-de,indexTerm-fi,note,fi-new-term
524.46,,,"Measuring parties, forest: organization and work","Meßmannschaften, forstliche: Organisation und Arbeit",,,
524.46,,,"Surveys, enumeration: organization and work of measuring parties",Waldaufnahmen (einschließlich Schätzung): Organisation der Meßmannschaft und ihrer Arbeit,,,
524.6,,,"\""Cruising,\"" timber","Aufnahmen, allgemeine von Wäldern",,,
524.6,,,inventorying,,Inventointi ,,f
524.6,,,National Forest Inventory,,Valtakunnan metsien inventointi,,f
524.6,,,NFI,,VMI,,f
524.6,,,"Surveys, enumeration",Waldaufnahmen (einschließlich Schätzung):,,,
524.6,,,Volume of whole forests,Massenermittlung ganzer Wälder und Waldgebiete,,,
524.61,,,"Surveys, enumeration: extensive (regional) \""forest surveys\""","Aufnahmen, allgemeine von Wäldern: großräumige Waldaufnahmen",,,
524.62,,,"Surveys, enumeration: of smaller areas","Aufnahmen, allgemeine von Wäldern: kleinere Flächen",,,
524.63,,,"Point sampling, survey",Punktstichprobe,,,
524.63,,,Sampling methods in enumeration surveys,Stichprobenverfahren: bei Aufnahmen,,,
524.63,,,"Sampling methods in enumeration surveys: units, plots (arrangement, shape and size)","Stichprobenverfahren: Probeeinheiten, -flächen: (Anlage, Größe und Form)",,,
524.631,,,"Sampling methods in enumeration surveys: intensity, % of area sampled","Stichprobenverfahren: Intensität, Aufnahmeprozent",,,
524.632,,,"Surveys, enumeration: based on strips","Aufnahmen, allgemeine von Wäldern: auf Grund von Probestreifen",,,
524.633,,,"Surveys, enumeration: based on both strips and plots","Aufnahmen, allgemeine von Wäldern: auf Grund von kombinierten Probestreifen und Probeflächen",,,
524.634,,,"Surveys, enumeration: based on plots","Aufnahmen, allgemeine von Wäldern: auf Grund von Probeflächen",,,
524.635,,,"Sampling methods in enumeration surveys: units, plots (shape)","Stichprobenverfahren: Probeeinheiten, -flächen: (Form)",,,
524.636,,,"Sampling methods in enumeration surveys: units, plots (size)","Stichprobenverfahren: Probeeinheiten, -flächen: (Größe)",,,
524.637,,,"Sampling methods in enumeration surveys: accuracy, reliability","Stichprobenverfahren: Genauigkeit, Zuverlässigkeit",,,
525,,,(empty),,,,
525.1,,,Assortment volume tables,Sortimentstafeln,,,
525.1,,,"Assortments of wood in the rough: determination of volume by,",,,,
525.1,,,Tables and their construction: volume by assortments,Tafeln und ihre Aufstellung: Masse nach Sortimenten,,,
525.1,,,Volume by assortments,Massenermittlung nach Holzsorten,,,
525.5,,,"Defects, wood (detection, recognition and assessment): deductions for, in log scaling","Holzfehler (Entdeckung, Erkennung und Bewertung): Abzüge am Maß für",,,
525.5,,,Merchantable dimensions and volume,Verwertbare Dimensionen und Masse,,,
525.5,,,"Volume, merchantable",Ernteverlust,,,
526,,,"Log \""scaling\"" (measurement of contents)",Liegendmessung des Holzes (Kubierung),,,
526,,,Scaling,Kubierung,,,
526.1,,,"Log \""scaling\"" (measurement of contents): by weight",Liegendmessung des Holzes (Kubierung): nach dem Gewicht,,,
526.1,,,Scaling: by weight,Kubierung: nach dem Gewicht,,,
526.1,,,Weight: log measurement by,Gewicht: Messung von eingeschlagenem Holz nach,,,
526.11,,,Weight tables,Gewichtstafeln,,,
526.2,,,"Log \""scaling\"" (measurement of contents): by water displacement",Liegendmessung des Holzes (Kubierung): auf Grund der Wasserverdrängung,,,
526.2,,,Scaling: by water displacement,Kubierung: auf Grund der Wasserverdrängung,,,
526.2,,,Volume of logs: by water displacement,Masseninhalt gefällten Holzes: auf Grund der Wasserverdrängung,,,
526.5,,,"Log \""scaling\"" (measurement of contents): by formula",Liegendmessung des Holzes (Kubierung): mit stereometrischen Formelmethoden,,,
526.5,,,Scaling: by formula,Kubierung: mit Hilfe stereometrischer Formelmethoden,,,
526.5,,,Volume of logs: by formula,Masseninhalt gefällten Holzes: mit Hilfe stereometrischer Formelmethoden,,,
526.51,,,"Log \""scaling\"" (measurement of contents) (based on top diameter)",Liegendmessung des Holzes (Kubierung): mit stereometrischen Formelmethoden (auf Grund des Zopfdurchmessers),,,
526.51,,,Scaling: by formula (based on top diameter),Kubierung: mit Hilfe stereometrischer Formelmethoden (auf Grund des Zopfdurchmessers),,,
526.51,,,Volume of logs: by formula (based on top diameter),Masseninhalt gefällten Holzes: mit Hilfe stereometrischer Formelmethoden (auf Grund des Zopfdurchmessers),,,
526.52,,,"Log \""scaling\"" (measurement of contents): by formula (based on mid-diameter or mean of top and butt)",Liegendmessung des Holzes (Kubierung): mit stereometrischen Formelmethoden (auf Grund des Mittendurchmessers oder des Mittels von Zopf- und Basisdurchmesser),,,
526.52,,,Scaling: by formula (based on mid-diameter or mean of top and butt),Kubierung: mit Hilfe stereometrischer Formelmethoden (auf Grund des Mittendurchmessers oder des Mittels von Zopf- und Basisdurchmesser),,,
526.52,,,Volume of logs: by formula (based on mid-diameter or mean of top and butt),Masseninhalt gefällten Holzes: mit Hilfe stereometrischer Formelmethoden (auf Grund des Mittendurchmessers oder des Mittels von Zopf- und Basisdurchmesser),,,
526.53,,,"Log \""scaling\"" (measurement of contents): by formula (based on butt diameter)",Liegendmessung des Holzes (Kubierung): mit stereometrischen Formelmethoden (auf Grund des Basisdurchmessers),,,
526.53,,,Scaling: by formula (based on butt diameter),Kubierung: mit Hilfe stereometrischer Formelmethoden (auf Grund des Basisdurchmessers),,,
526.53,,,Volume of logs: by formula (based on butt diameter),Masseninhalt gefällten Holzes: mit Hilfe stereometrischer Formelmethoden (auf Grund des Basisdurchmessers),,,
526.54,,,"Log \""scaling\"" (measurement of contents): by formula (measurement by sections)",Liegendmessung des Holzes (Kubierung): mit stereometrischen Formelmethoden (sektionsweise Messung),,,
526.54,,,Scaling: by formula (measurement by sections),Kubierung: mit Hilfe stereometrischer Formelmethoden (sektionsweise Messung),,,
526.54,,,Volume of logs: by formula (measurement by sections),Masseninhalt gefällten Holzes: mit Hilfe stereometrischer Formelmethoden (sektionsweise Messung),,,
526.6,,,Board-foot measure: actual application to scaling,Board-Fuß-Maß: Anwendung beim Kubieren,,,
526.6,,,"Log \""scaling\"" (measurement of contents): by log rules","Liegendmessung des Holzes (Kubierung): nach \""log rules\""",,,
526.6,,,Scaling: by log rules,"Kubierung: nach \""log rules\""",,,
526.6,,,Volume of logs: by log rules,"Masseninhalt gefällten Holzes: bestimmt nach \""log rules\""",,,
526.7,,,"Log \""scaling\"" (measurement of contents): conversion from one method to another",Liegendmessung des Holzes (Kubierung): Umrechnung einer Methode in eine andere,,,
526.7,,,Scaling: conversion from one method to another,Kubierung: Umrechnung von einer Methode in eine andere,,,
526.7,,,Volume of logs: conversion from one method to another,Masseninhalt gefällten Holzes: Umrechnung einer Methode in eine andere,,,
527,,,Solid volume of stacked products,,,,
527,,,Stacked wood: solid volume,Schichtholz: Festgehalt,,,
527,,,Volume of stacked products: converting factors; determination of solid volume,"Festgehalt von Schichtholz, einschl. Umrechnungsfaktoren",,,
527,,,,Schichtholz: Sortimente,,,
53,,,Crown dimensions etc.: measurement,Kronenausmaße usw.: Messung,,,
53,,,Special measurements of trees and stands (crown measurements etc.),,,,
531,,,"Crown dimensions etc.: measurement area, crown ratio, volume","Kronenausmaße usw.: Messung: Kronenfläche, -prozent, -volumen",,,
532,,,Crown dimensions etc.: measurement quantity and area of foliage,Kronenausmaße usw.: Messung: Blattmenge und -fläche,,,
533,,,Canopy: overhead cover and density (measurement),Kronendach: Schlußgrad und Bestandesdichte (Messung),,,
533,,,Crown density of stands: measurement,Kronendichte im Bestand: Messung,,,
533,,,"Density: crown, assessment of",Schlußgrad (Beschirmungsgrad): Bestimmung,,,
535,,,"Density: of stocking, assessment of",Bestockungsgrad,,,
536,,,Area of stem and/or branches,,,,
536,,,Branches: surface area of,Äste: Oberfläche von,,,
536,,,Stem of trees: surface area,Stamm des Baumes: Oberfläche,,,
536,,,Surface area of stem and/or branches,"Oberfläche von Stämmen, Ästen und Zweigen",,,
537,,,"Biomass, measurement (dry matter production)",Biomasse: Trockensubstanz,,,
537,,,Dry matter production,Trockensubstanz,,,
537,,,Measurement: of biomass (dry matter production),,,,
54,,,"Site quality, assessment","Standortsgüte, Bestimmung",,,
54,,,,Bonitierung: Bestände,,,
541,,,"Site quality, assessment: based on height, diameter, volume etc.","Standortsgüte, Bestimmung: auf Grund von Höhe, Durchmesser, Masse usw.",,,
542,,,"Site quality, assessment: by ecological methods","Standortsgüte, Bestimmung: nach ökologischen Methoden",,,
546,,,"Site quality, assessment: changes in","Standortsgüte, Bestimmung: Änderung der",,,
547,,,"Site quality, assessment: relation to production of wood","Standortsgüte, Bestimmung: Beziehung zur Holzerzeugung",,,
548,,,"Site quality, assessment: relation to total production of vegetable matter","Standortsgüte, Bestimmung: Beziehung zur gesamten pflanzlichen Erzeugung",,,
55,,,"Age of trees, determination",Altersbestimmung,,,
551,,,"Age of trees, determination, single trees with annual rings",Altersbestimmung: an Einzelbäumen mit Jahrringen,,,
552,,,"Age of trees, determination, groups and stands with annual rings",Altersbestimmung: an Baumgruppen und Beständen mit Jahrringen,,,
553,,,"Age of trees, determination, spp. with irregular or no rings",Altersbestimmung: an Arten ohne oder mit unregelmäßigen Zuwachsringen,,,
553,,,Growth rings: age determination in absence or irregularity of,Zuwachsringe: Altersbestimmung beim Fehlen oder unregelmäßigen,,,
56,,,Increment and yield determination,Zuwachs- und Ertragsbestimmung,,,
560,,,,Stichprobenverfahren: in der Zuwachsermittlung,,,
561.1,,,Height increment,Höhenzuwachs,,,
561.2,,,Diameter and basal-area increment (general): determination of,Durchmesser- und Grundflächenzuwachs (allgemein): Bestimmung von,,,
561.21,,,Diameter increment,Durchmesserzuwachs,,,
561.22,,,Diameter increment: sampling with borers,Durchmesserzuwachs: Ermittlung mit Zuwachsbohrern,,,
561.22,,,"Increment borers, sampling with","Zuwachsbohrer, Arbeiten mit",,,
561.23,,,Diameter increment: handling of increment cores,Durchmesserzuwachs: Behandlung und Auswertung von Bohrspänen,,,
561.23,,,Increment cores: handling and examination,Bohrspäne: Behandlung und Auswertung,,,
561.24,,,Dendrochronology,Dendrochronologie,,,
561.24,,,Diameter increment: variations and trends,Durchmesserzuwachs: Variationen und Tendenzen,,,
561.24,,,,Dendroklimatologie,,,
561.24,,,,Jahrringchronologie,,,
561.25,,,Basal-area increment,Grundflächenzuwachs,,,
561.26,,,Stem analysis: diameter and basal-area increment,Stammanalysen: Durchmesser- und Grundflächenzuwachs,,,
561.27,,,Stump: analysis (diameter and basal-area increment),Stock: Analysen: (Durchmesser- und Grundflächenzuwachs),,,
561.3,,,Form: increment,Form: Formzuwachs,,,
561.5,,,Quality increment,Qualitätszuwachs,,,
561.6,,,Increment: per cent,Zuwachs: Prozent,,,
562,,,Volume increment,Massenzuwachs,,,
562.1,,,Volume increment: single trees,Massenzuwachs: Einzelstämme,,,
562.16,,,Stem analysis: volume increment,Stammanalysen: Massenzuwachs,,,
562.17,,,Stump: analysis (volume increment),Stock: Analysen: (Massenzuwachs),,,
562.2,,,Volume increment: groups and stands,Massenzuwachs: Gruppen und Bestände,,,
562.21,,,"Increment: gross, of stands",Zuwachs: Bruttozuwachs von Beständen,,,
562.21,,,"Increment: net change, of stands",Zuwachs: Nettozuwachs von Beständen,,,
562.21,,,Volume increment: groups and stands (gross increment and nett change),Massenzuwachs: Gruppen und Bestände (Brutto- und Nettozuwachs),,,
562.22,,,Increment: role of mortality and thinnings,Zuwachs: Rolle der natürlichen Bestandesausscheidungen und Durchforstungen,,,
562.22,,,"Mortality, mensurational aspects","Natürliche Bestandesausscheidung, holzmeßkundliche Gesichtspunkte",,,
562.22,,,Thinning(s): role in calculation of volume increment,Durchforstung(en): Bedeutung für Zuwachs und Zuwachsermittlung,,,
562.22,,,Volume increment: groups and stands (mortality and thinnings),Massenzuwachs: Gruppen und Bestände (natürliche Ausscheidung und Durchforstungen),,,
562.23,,,Recruitment as factor in increment,Einwuchs als Zuwachsfaktor,,,
562.23,,,Volume increment: groups and stands (recruitment),Massenzuwachs: Gruppen und Bestände (Einwuchs),,,
562.4,,,"Volume increment: groups and stands, methods of determination","Massenzuwachs: Gruppen und Bestände, Ermittlungsmethoden",,,
562.41,,,"Volume increment: groups and stands, methods of determination (direct single measurement of sample trees)","Massenzuwachs: Gruppen und Bestände, Ermittlungsmethoden (einmalige Messungen an Probestämmen)",,,
562.42,,,"Contrôle, méthode du: as mensurational method",Kontrollmethode: zur Zuwachsherleitung,,,
562.42,,,Méthode du contrôle: as mensurational method,,,,
562.42,,,"Volume increment: groups and stands, methods of determination (méthode du contrôle)","Massenzuwachs: Gruppen und Bestände, Ermittlungsmethoden (Kontrollmethode)",,,
562.45,,,"Volume increment: groups and stands, methods of determination (other direct methods)","Massenzuwachs: Gruppen und Bestände, Ermittlungsmethoden (andere Methoden direkter Messung)",,,
562.46,,,"Volume increment: groups and stands, methods of determination (indirect assessment)","Massenzuwachs: Gruppen und Bestände, Ermittlungsmethoden (indirekte Bestimmung)",,,
562.46,,,Yield: tables (use to determine volume increment),Ertragstafeln (Zuwachsermittlung),,,
563,,,Growth rings: increment determination in absence or irregularity of,Zuwachsringe: Zuwachsermittlung beim Fehlen oder mit unregelmäßigen,,,
563,,,Increment and yield determination: in spp. with irregular or no growth rings,Zuwachs- und Ertragsbestimmung: an Arten mit unregelmäßigen oder ohne Zuwachsringe,,,
564,,,Forecasting: increment,Vorraussage: Zuwachs,,,
564,,,Increment: forecasting,Zuwachs: Voraussage,,,
565,,,Permanent-sample-plot methods,"Probeflächen, ständige",,,
565,,,Sample-plot technique (permanent plots for increment studies etc.),Probeflächen-Technik (ständige Probeflächen für Zuwachsstudien usw.),,,
566,,,Tables and their construction: yield,Tafeln und ihre Aufstellung: Ertragstafeln,,,
566,,,Yield: models,Ertragsmodelle,,,
566,,,Yield: tables,Ertragstafeln,,,
566:525.1,,,Tables: matter in table form (by assortments),Tafeln und ihre Aufstellung: Ertragstafeln (Sortenertragstafeln),,,
566:525.1,,,Yield: tables (assortment yield tables),Ertragstafeln (Sortenertragstafeln),,,
566:525.1,,,,Sortenertragstafeln,,,
567,,,Stand: tables,Bestand: Tafeln,,,
567,,,Tables and their construction: stand,Tafeln und ihre Aufstellung: Durchmesserverteilungstafeln,,,
568,,,Development: stand (mensurational studies),,,,
568,,,Stand: constitution and changes therein (mensurational studies),Bestand: Struktur und ihre Veränderungen (holzmeßkundliche Untersuchungen),,,
568,,,Structure: stand (mensurational studies),,,,
568,,,Tree classes: distribution of growth by,Baumklassen: Wachstumsgang nach,,,
57,,,Forest condition monitoring,(empty),,,
571,,,Sampling design,Erhebungsdesign (Stichprobenaufnahme),,,
571,,,"Sampling, selection criteria",Auswahlkriterien (Stichprobenaufnahme),,,
571,,,,"Stichprobenaufnahme, Auswahlkriterien",,,
572,,,Sample tree,Probebaum,,,
572.1,,,Assessment of crown condition,Erhebung des Kronenzustandes,,,
572.1,,,"Crown condition, assessment of","Kronenzustand, Erhebung",,,
