fdcNumber,conceptId,Keytype,indexTerm-en,indexTerm-de,indexTerm-sv,indexTerm-fi,indexTerm-fr,indexTerm-sl,indexTerm-sp,agrovocConcept,scopeNote,fi-new-term,seÄven,USE-se,RT-se,v2016-se,altLabel-en,altLabel-de,altLabel-sv,altLabel-fi,altLabel-fr,altLabel-sl,altLabel-sp,hiddenLabel-en,hiddenLabel-de,hiddenLabel-sv,hiddenLabel-fi,hiddenLabel-fr,hiddenLabel-sl,hiddenLabel-sp
711,2582,,Market research in general,Marktforschung im allgemeinen,,markkinointitutkimus,,,,,,,,,,,,,,,,,,,,,,,,
711,2583,,"Marketing of forest products: theory, methods, systematics","Handel mit Forsterzeugnissen: Theorie, Methoden, Systematik","handel med skogsprodukter, teori, metodik, systematik",,,,"comercio de productos forestales, teoría, métodos, sistemática ",,,,,,,,,,,,,,,,,,,,,
712,2584,,Marketing of forest products: history and general accounts of businesses,Handel mit Forsterzeugnissen: Geschichte und Monographien von Handelsunternehmungen,"handel med skogsprodukter, historik och monografier över företag",metsäntuotteet: kaupan historia,,,"comercio de productos forestales, historia e información general de empresas ",,,,,,,,,,,,,,,,,,historia: metsäntuotteiden kauppa,,,
713,2585,,Marketing of forest products: classification of markets geographically and by assortments,"Handel mit Forsterzeugnissen: Einteilung der Märkte, geographisch und nach Sortimenten","handel med skogsprodukter, indelning i marknader, geografiskt och sortimentsvis",markkinoiden luokittelu maantieteellisesti ja tuotteittain,,,"comercio de productos forestales, clasificación de los mercados desde el punto de vista geoqráfico y por mercancias ",,,,,,,,,Wirtschaftsgeographische Gesichtspunkte: Märkte,marknadsindelning,,,,,,,,,,,
714,2586,,"Marketing of forest products: organizations, businesses (firms, brokers etc.)","Handel mit Forsterzeugnissen: Organisationen, Unternehmungen (Firmen, Makler usw.)","handel med skogsprodukter, organisationer, företag (firmor, agenter min.)",markkinointiorganisaatiot ja -yritykset,,,"comercio de productos forestales, organizaciones, empresas (razones sociales, corredores, etc.) ",,,,,,,,,,,,,,,,,,,,,
717,2587,,market reviews,Marktberichte,marknadsöversikter,markkinakatsaukset,,,"comercio de productos forestales, análisis de los distintos mercados ",,,,,,,,,,,,,,,"Marketing of forest products: individual markets, reviews of",Handel mit Forsterzeugnissen: Marktberichte,"handel med skogsprodukter, marknadsöversikter",,,,
718,2588,,Marketing of forest products: influence of competition from other products,Handel mit Forsterzeugnissen: Wettbewerb von Ersatzstoffen,konkurrens från substitutionsvaror,"kilpailuvaikutukset, muiden tuotteiden",,,"comercio de productos forestales, influencia de la competencia de otros productos ",,,,,,,,,,,,,,,,,"handel med skogsprodukter, konkurrens från substitutionsvaror",,,,
718,2589,,Materials: competing with wood: (marketing aspects),Wettbewerb mit Holz vom Standpunkt des Handels,material ersättning för trä: (kommersiella synpunkter),,,,,,,,,,,,,,,,,,,,,,,,,
72,2590,,"Marketing of forest products: demand, consumption; supplies and stocks (in general)","Handel mit Forsterzeugnissen: Nachfrage, Verbrauch; Angebot und Vorräte i.a.","handel med skogsprodukter, efterfrågan, konsumtion; tillgångar och lager (allmänt)",kysyntä ja tarjonta,,,oferta y reservas de productos forestales,,,,,,,,,,,,,,consumo de productos forestales|demanda de productos forestales,,,,,,,"comercio de productos forestales, demanda, consumo; ofertas y reservas; (en general) "
72,2591,,"Marketing of forest products: quantitative aspects; demand, consumption and supply","Handel mit Forsterzeugnissen: Massenmäßige Gesichtspunkte; Nachfrage, Verbrauch und Versorgung","handel med skogsprodukter, marknadens storlek, efterfrågan och tillgång",markkinoiden koko,,,reservas de productos forestales,,,,,,,,,,,,,,,,,,,,,"comercio de productos forestales, aspecto cuantitativo; demanda, consumo y oferta "
721,2592,,"Marketing of forest products: quantitative aspects; demand, consumption and supply (domestic markets)","Handel mit Forsterzeugnissen: Massenmäßige Gesichtspunkte; Nachfrage, Verbrauch und Versorgung (Inlandsmärkte)",marknader: inhemska,kansalliset markkinat,,,mercado doméstico,,,,,,,,,,efterfrågan på skogsprodukter,,,,,,,"handel med skogsprodukter, marknadens storlek, efterfrågan och tillgång (inhemsk marknad)",,,,"comercio de productos forestales, aspecto cuantitativo; demanda, consumo y oferta (mercados interiores) "
721.1,2593,,"Marketing of forest products: demand, consumption; supplies and stocks (in general) (domestic, in general)","Handel mit Forsterzeugnissen: Nachfrage, Verbrauch; Angebot und Vorräte i.a. (Inlandsmarkt i.a.)","handel med skogsprodukter, efterfrågan, konsumtion; tillgångar och lager (inhemsk marknad)",,,,"comercio de productos forestales, demanda, consumo; ofertas y reservas; (mercados interiores, en general) ",,,,,,,,,,,,,,,,,,,,,
721.2,2594,,"Marketing of forest products: seasonal variations in demand, consumption and supply (domestic)","Handel mit Forsterzeugnissen: Jahreszeitliche Schwankungen von Nachfrage, Verbrauch und Angebot: (Inland)","handel med skogsprodukter, säsongvariationer i efterfrågan, konsumtion och tillgångar: (inhemska)",,,,"comercio de productos forestales, variaciones estacionales de la demanda, consumo y oferta (mercados interiores) ",,,,,,,,,,,,,,,,,,,,,
721.3,2595,,"Marketing of forest products: business cycles in demand, consumption and supply (domestic)","Handel mit Forsterzeugnissen: Konjunkturschwankungen in Nachfrage, Verbrauch und Angebot: (Inland)","handel med skogsprodukter, konjunktursvängningar: (inhemska)",,,,ciclos mercantiles,,,,,,,,,Konjunkturschwankungen,,,,,,,,,,,,"comercio de productos forestales, ciclos  mercantiles en la demanda, consumo y oferta: (mercados  interiores) "
721.4,2596,,"Marketing of forest products: trends in demand, consumption and supply: (domestic)","Handel mit Forsterzeugnissen: Entwicklungstendenzen von Nachfrage, Verbrauch und Angebot: (Inland)","handel med skogsprodukter, utvecklingstendenser i efterfrågan, konsumtion och tillgångar: (inhemska)",,,,"comercio de productos forestales, tendencias de la demanda, consumo y oferta (mercados interiores) ",,,,,,,,,,utvecklingstendenser: inhemsk marknad,,,,,,,,,,,
722,2597,,"Marketing of forest products: quantitative aspects; demand, consumption and supply (international)","Handel mit Forsterzeugnissen: Massenmäßige Gesichtspunkte; Nachfrage, Verbrauch und Versorgung (international)","handel med skogsprodukter, marknadens storlek, efterfrågan och tillgång (internationell marknad)",kansainväliset markkinat,,,"comercio de productos forestales, aspecto cuantitativo; demanda, consumo y oferta (mercados  internacionales) ",,,,,,,,,,marknader: internationella,,,,,,,,,,,
722.1,2598,,"Marketing of forest products: demand, consumption; supplies and stocks (in general) (international, in general)","Handel mit Forsterzeugnissen: Nachfrage, Verbrauch; Angebot und Vorräte i.a. (internationale Märkte i.a.)","handel med skogsprodukter, efterfrågan, konsumtion; tillgångar och lager (internationell marknad)",,,,"comercio de productos forestales, demanda, consumo; ofertas y reservas; (mercados internacionales, en general) ",,,,,,,,,,,,,,,,,,,,,
722.1,2599,,Marketing of forest products: imports and exports in general,Handel mit Forsterzeugnissen: Einfuhr und Ausfuhr i.a.,"handel med skogsprodukter, import och export (allmänt)",,,,"comercio de productos forestales, importaciones y exportaciones en general ",,,,,,,,,,import|export,tuonti|vienti,,,exportaciones|importaciones,,,,,,,
722.2,2600,,"Marketing of forest products: seasonal variations in demand, consumption and supply (international)","Handel mit Forsterzeugnissen: Jahreszeitliche Schwankungen von Nachfrage, Verbrauch und Angebot: (international)","handel med skogsprodukter, säsongvariationer i efterfrågan, konsumtion och tillgångar: (internationella)",,,,"comercio de productos forestales, variaciones estacionales de la demanda, consumo y oferta (mercados internacionales) ",,,,,,,,,,,,,,,,,,,,,
722.3,2601,,Marketing of forest products: business cycles in (international),"Handel mit Forsterzeugnissen: Konjunkturschwankungen in Nachfrage, Verbrauch und Angebot: (international)","handel med skogsprodukter, konjunktursvängningar: (internationella)",,,,"comercio de productos forestales, ciclos  mercantiles en la demanda, consumo y oferta: (nercados internacionales) ",,,,,,,,,,,,,,,,,,,,,
722.4,2602,,"Marketing of forest products: trends in demand, consumption and supply: (domestic) (international)","Handel mit Forsterzeugnissen: Entwicklungstendenzen von Nachfrage, Verbrauch und Angebot: (international)","handel med skogsprodukter, utvecklingstendenser i efterfrågan, konsumtion och tillgångar: (internationella)",,,,"comercio de productos forestales, tendencias de la demanda, consumo y oferta (mercados internacionales) ",,,,,,,,,,utvecklingstendenser: internationell marknad,,,,,,,,,,,
73,2603,,Prices of forest products,Preise der Forsterzeugnisse,priser på skogsprodukter,hinnat:,,,precios de los productos forestales ,,,,,,,,,,,,,,,,,,,,,
731,2604,,"Prices of forest products: generalities, theory etc.","Preise der Forsterzeugnisse: Allgemeines, Theorie usw.",,hinnat: teoria,,,"precios de los productos forestales, generalidades,  teoría, etc.  ",,,,,,,,,,,,,,,,,,,,,
732,2605,,Geographical factors in economics of: prices,Wirtschaftsgeographische Gesichtspunkte: Preisgebiete,geografiska synpunkter på: priser,hinnat: hintatasot eri alueilla,,,geográficas;  consideraciones - en la economía: precios  ,,,,,,,,,,,,,,,,,,,,,
732,2606,,Prices of forest products: price levels of different regions,Preise der Forsterzeugnisse: Preisniveau verschiedener Gebiete,,,,,"precios de los productos forestales, nivel de precios en diferentes regiones ",,,,,,,,,,,,,,,,,,,,,
733,2607,,Prices of forest products: seasonal variations,Preise der Forsterzeugnisse: jahreszeitliche Schwankungen,"priser på skogsprodukter, säsongvariationer",hinnat: kausivaihtelut,,,"precios de los productos forestales, variaciones estacionales ",,,,,,,,,,,,,,,,,,,,,
734,2608,,Prices of forest products: business cycles in,Preise der Forsterzeugnisse: Konjunkturschwankungen,"priser på skogsprodukter, konjunktursvängningar",hinnat: kirjanpitokaudet,,,"precios de los productos forestales, ciclos mercantiles ",,,,,,,,,,,,,,,,,,,,,
735,2609,,Prices of forest products: trends,Preise der Forsterzeugnisse: Entwicklungstendenzen,"priser på skogsprodukter, utvecklingstendenser",hinnat: trendit,,,"precios de los productos forestales, tendencias ",,,,,,,,,,utvecklingstendenser: priser,,,,,,,,,,,
736,2610,,Prices: other changes,,"priser på skogsprodukter, andra variatoner",hinnat: muut vaihtelut,,,,,,,,,,,,,,,,,,,,,,,,
737,2611,,Prices of forest products: price structure in relation to species and assortments,Preise der Forsterzeugnisse: Preisverhältnisse der Holzarten und Sortimente,"priser på skogsprodukter, prisrelationer för olika trädslag och sortiment",hintarakenne suhteessa puu- ja puutavaralajeihin,,,"precios de los productos forestales, composición del precio  en relación con las especies y las clases de madera  ",,,,,,,,,Holzartenwahl: Preisverhältnisse,,,,,,,,,,,,
738,2612,,Stumpage,Holz auf dem Stock,"priser på skogsprodukter, försäljning på rot",kantohinta,,,,,,,,,,,,,,,,,,,,,,,,
74,2613,,Marketing of forest products: policy,Handel mit Forsterzeugnissen: Handelspolitik,"handel med skogsprodukter, politik",kauppapolitiikka (kauppatapoja lukuun ottamatta),,,"comercio de productos forestales, política ",,,,,,,,,,,,,,,,,,,,,
74,2614,,Policy: marketing; trade,Politik: Handelspolitik,handelspolitik,,,,"política, comercio; negocios ",,,,,,,,,,,,,,,,,politik: handel,,,,
741,2615,,Marketing of forest products: policy (domestic),Handel mit Forsterzeugnissen: Handelspolitik (einheimische),marknadspolitik: inhemsk,"kauppapolitiikka (kauppatapoja lukuun ottamatta), kotimainen",,,"comercio de productos forestales, política (interior) ",,,,,,,,,,,,,,,,,"handel med skogsprodukter, politik (inhemsk)",,,,
741.0,2616,,"Marketing of forest products: nationalization, socialization","Handel mit Forsterzeugnissen: Sozialisierung, Verstaatlichung","handel med skogsprodukter, förstatligande, socialisering","kauppapolitiikka (kauppatapoja lukuun ottamatta), sosialisointi",,,"comercio de productos forestales, nacionalización, socialización ",,,,,,,,,,,,,,,,,,,,,
741.0,2617,,Nationalization (socialization): of marketing,Verstaatlichung (Sozialisierung): des Handels,förstatligande (socialisering): av handel,kansallistaminen: kauppapolitiikka,,,nacionalización (socialización) del comercio ,,,,,,,,,,,sosialisointi (kauppa),,,,,,,,,,
741.1,2618,,Marketing of forest products: regulation (government or private) of demand and consumption,Handel mit Forsterzeugnissen: Regelung (staatlich oder privat) von Nachfrage und Verbrauch,reglering: av efterfrågan och konsumtion,kysynnän ja kulutuksen säätely,,,"comercio de productos forestales, regulación (gubernamental o privada) de la demanda y del consumo ",,,,,,,,,,,,,,,,,"handel med skogsprodukter, reglering (statlig och enskild) av efterfrågan och konsumtion","säätely, valtion tai yksityisen",,,
741.2,2619,,Marketing of forest products: regulation (government or private) of supply,Handel mit Forsterzeugnissen: Regelung (staatlich oder privat) des Angebots,reglering: av tillgång,tarjonnan säätely,,,"comercio de productos forestales, regulación (gubernamental o privada) de la oferta ",,,,,,,,,,,,,,,,,"handel med skogsprodukter, reglering (statlig och enskild) av tillgångar",,,,
741.3,2620,,Marketing of forest products: regulation (government or private) of prices,Handel mit Forsterzeugnissen: Regelung (staatlich oder privat) der Preise,"handel med skogsprodukter, reglering (statlig och enskild) av priser",,,,"comercio de productos forestales, regulación (gubernamental o privada) de precios ",,,,,,,,,,,,,,,,,,,,,
741.3,2621,,Prices of forest products: regulation of,Preise der Forsterzeugnisse: Regulierung der Preise von,reglering: av priser,hinnat: säätely,,,"precios de los productos forestales, requlación ",,,,,,,,,,"priser på skogsprodukter, reglering",,,,,,,,,,,
741.4,2622,,"Cartels, marketing","Kartelle, Vermarktung",karteller,kartellit,,,carteles,,,,,,,,,,,,,,,,,,,,,
741.4,2623,,"Marketing of forest products: organization of demand and supply (cartels, trusts, mergers etc.)","Vermarktung von mit Forsterzeugnissen: Organisation von Nachfrage und Angebot (Kartelle, Trusts, Verbände usw.)","handel med skogsprodukter, organisationer på tillgångs- och efterfrågesidan",kysynnän ja tarjonnan organisointi,,,"comercio de productos forestales, organización de la demanda y la oferta (carteles, trusts, consorcios, etc.) ",,,,,,,,,,,,,,,,,,,,,
741.4,2624,,"Mergers, marketing concerns","Fusionen, Vermarktung",fusioner,fuusiot,,,consorcios comerciales ,,,,,,,,,,,,,,,,,,,,,
741.4,2625,,"Trusts, marketing","Trusts, Vermarktung",truster,trustit,,,trusts comerciales ,,,,,,,,,,,,,,,,,,,,,
