fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
526.54,1954,1992,,2016,1966,1959,,526.5,,Measurement by sections,,,526.54,Mittaus eri osista,,,526.54 ,Sektionsweise Messung,,,526.54,Mesures par sections,,,Sektionsmatning (»sektionering»),,,,,,Por medida de secciones,,,
526.59,1954,1992,,2016,1966,1959,,526.5,,Miscellaneous,,,526.59,Sekalaista,,,526.59 ,Verschiedenes,,,526.59,Divers,,,Övrigt,,,,,,Varios,,,
526.6,1954,1992,,2016,1966,1959,,526,,Volume by log rules,,,526.6,Pyöreän puutavaran tilavuusmallit,,,526.6 ,Kubikinhalt bestimmt nach “log rules”,,,526.6,Volume déterminé par barèmes de cubage (« log rules »),,,Volym enligt sagutbytestabell (»log rules»),,,,,,Volumen determinado por medio de baremos o tablas de cubicación,"""log-rules"" norteamericanos",,
526.7,1954,1992,,2016,1966,1959,,526,,Conversion from one method to another,,,526.7,Konversio menetelmästä toiseen,,,526.7 ,Umrechnung einer Methode in eine andere,,,526.7,Conversion d'une méthode à l'autre,,,Omvandling fran en metod till en annan,,,,,,Equivalencias entre los diversos métodos,,,
526.9,1954,1992,,2016,1966,1959,,526,,Miscellaneous,,,526.9,Sekalaista,,,526.9 ,Verschiedenes,,,526.9,Divers,,,Övrigt,,,,,,Varios,,,
527,1954,1992,,2016,1966,1959,,52,517,Solid volume of stacked products ,(including converting factors). ,[For units of stacked volume see 517],527,Pinottujen tuotteiden kiintokuutiot (muuntokertoimet mukaan luettuna),,,527,Festgehalt von Schichtholzsortimenten ,(einschl. Umrechnungsfaktoren) ,Einheiten des Schichtmaßes siehe 517],527,Volume réel des bois empilés ,(y compris facteurs de conversion),"[Pour unités de bois empilés, voir 517]",Fasta volymen av travat virke (inberäknat omvändlingstal),,[Enheter för travad volym se 517],,,,Volumen real de productos apilados,incluyendo factores de equivalencia,"Para unidades de volumen de productos apilados, véase el 517",
529,1954,1992,,2016,1966,1959,,52,,Miscellaneous,,,529,Sekalaista,,,529,Verschiedenes,,,529,Divers,,,Övrigt,,,,,,Varios,,,
53,1954,1992,,1966,1966,1959,,5,,Special measurements of trees and stands,"(crown dimensions, stand density etc.)",,53,"Puiden ja metsiköiden erikoismittaukset (latvuksen mitat, metsikön tiheys, jne.)",,,53,Besondere messungen an Bäumen und Beständen,"(Kronenausmasse, Bestandes-Dichte usw.)",,53,Mesures spéciales d'arbres et de peuplements,"(dimension du houppier, densite du peuplement, etc.)",,Speciella mätningar på enskilda träd och bestånd,"(krondimensioner, beståndets slutenhet m.m.)",,Posebne meritve dreves in sestojev,"(dimenzije krošenj, gostota sestoja itd.)",,"Medidas especiales de árboles y rodales (dimensiones de copa, densidad de masas, etc.)",,,
531,1954,1992,,2016,1966,1959,,53,,"Crown dimensions, crown area, crown volume, crown ratio",,,531,"Latvuksen mittaukset (latvusalue, tilavuus ja suhde)",,,531,"Kronenausmaße, Kronenfläche, Kronenvolumen, Kronenprozent (“crown ratio”) usw.",,,531,"Dimensions du houppier, surface couverte par la cime, volume du houppier, rapport tige/houppier",,,"Krondimensioner, kronprojektion, kronvolym, kronförhållande",,,,,,"Copas, dimensiones, superficie, volumen y proporción",,,
532,1954,1992,,2016,1966,1959,,53,,Quantity and area of foliage,,,532,Lehvästön määrä ja pinta-ala,,,532,Blattmenge und Blattfläche,,,532,Quantité et surface du feuillage,,,Bladverkets eller barrmassans kvantitet och sammanlagda yta,,,,,,Cantidad y superficie de follaje,,,
533,1954,1992,,2016,1966,1959,,53,,Crown density of stands,,,533,Metsiköiden latvustiheys,,,533,Beschirmungsgrad,,,533,Densité du couvert,,,Beståndets kronslutenhet,,,,,,Espesura de masas,,,
535,1954,1992,,2016,1966,1959,,53,,Density of stocking,"(by number of trees, basal area, volume etc.; both relative and absolute)",,535,"Runkotiheys (puiden lukumäärän, pohjapinta-alan, tilavuuden, jne. mukaan",,,535,Bestockungsgrad ,"(nach Baumzahl, Grundfläche, Masse usw.; sowohl relativ wie absolut)",,535,Densité du peuplement ,"(d'après nombres d'arbres, surface terrière, volume, etc.; à la fois relative et absolue)",,Beståndets slutenhet ,"(bestämd med ledning av stamantal, grundyta, volym m.m.; både relativ och absolut)",,,,,Densidad relativa y absoluta,"por número de árboles, por área basimétrica, por volumen, etc.",,
536,1954,1992,,2016,1966,1959,,53,,Surface area of stem and/or branches,,,536,rungon ja/tai oksien pinnan ala,,,536,"Oberfläche von Stämmen, Ästen und Zweigen",,,536,Surface des fûts et/ou des branches,,,Stammens och/eller grenarnas mantelyta,,,,,,Superficie de proyección del tronco y/o de las ramas,,,
537,1988,1992,,2016,2016,2017,,53,,Measurement of biomass (dry matter production),,,537,Biomassamittaukset (kuivapaino),,,537,Biomasse (Trockensubstanz),,,537,Mesure de la biomasse (production de matière sèche),,,Mätning av biomassa (torrvikt),,,,,,Medición de biomasa (peso seco),,,
539,1954,1992,,2016,1966,1959,,53,,Miscellaneous,,,539,Sekalaista,,,539,Verschiedenes,,,539,Divers,,,Övrigt,,,,,,Varios,,,
54,1954,1992,,1966/1985,1966,1959,,5,114.5,Assessment of site quality,,[For soil and biological aspects see 114.5],54,Kasvupaikan laadun määritys,,,54,Bestimmung der Standortsgüte,,Bodenkundliche und biologische Gesichtspunkte siehe 114.5],54,Estimation des qualités de la station,,"[Pour les aspects biologiques et pédologiques, voir 114.5]",Bestämning av skogsmarkens bonitet,,[Mark och biologiska aspekter se 114.5],Bonitiranje rastišč,,,Métodos para determinar la calidad del rodal,,"Para aspectos biológicos y del suelo, véase 114.5",
541,1954,1992,,2016,1966,1959,,54,,"Based on height, diameter, volume etc.",,,541,"Pituuteen, halkaisijaan, tilavuuteen jne. perustuva arviointi",,,541,"Auf Grund von Höhe, Durchmesser, Masse usw.",,,541,"Basées sur hauteur, diamètre, volume, etc. des arbres",,,"Baserad på höjd, diameter, volym m.m.",,,,,,"En función de la altura, diámetro, volumen, etc.",,,
542,1954,1992,,2016,1966,1959,,54,,By ecological methods,,,542,Ekologiset tekijöiden avulla,,,542,Nach ökologischen Methoden,,,542,Par méthodes écologiques,,,Genom ekologiska metoder,,,,,,Por condiciones ecológicas,,,
546,1954,1992,,2016,1966,1959,,54,,Changes of site quality,,,546,Kasvupaikan laadun muutoksien avulla,,,546,Änderung der Standortsgüte,,,546,Changements de qualités de la station,,,Bonitetsändringar,,,,,,Cambios en la calidad del rodal,,,
547,1954,1992,,2016,1966,1959,,54,,Relation of forest site quality to the production of wood,,,547,Metsikön kasvupaikan laadun suhde  puun tuottoon,,,547,Beziehung der forstlichen Standortsgüte zur Holzerzeugung,,,547,Rapports entre qualités (de la station et production du bois),,,Sambandet mellan skogsmarkens bonitet och virkesproduktionen,,,,,,Relación entre la calidad del rodal y la producción de madera,,,
548,1954,1992,,2016,1966,1959,,54,,Relation of forest site quality to total production of vegetable matter,,,548,Metsikön kasvupaikan laadun suhde eloperäisen aineksen kokonaistuottoon,,[Katso myös 114; Maaperän ja biologisten tekijöiden näkökulmasta käytä 114.5],548,Beziehung der forstlichen Standortsgüte zur gesamten pflanzlichen Erzeugung,,,548,Rapports entre qualités de la station et production totale de matière végétale,,,Sambandet mellan skogsmarkens bonitet och den totala produktionen av växtsubstans,,,,,,Relación entre la calidad del rodal y la producción total de materia vegetal,,,
549,1954,1992,,2016,1966,1959,,54,,Miscellaneous,,,549,Sekalaista,,,549,Verschiedenes,,,549,Divers,,,Övrigt,,,,,,Varios,,,
55,1954,1992,,1966/1985,1966,1959,,5,,Age determination,,,55,Puiden ja metsiköiden iänmääritys,,,55,Alterbestimmung,,,55,Détermination des âges,,,Åldersbestämning,,[Biologiska synpunkter se 181.6 och 228],Ugotavljanje starosti,,,Determinación de la edad,,,
551,1954,1992,,2016,1966,1959,,55,,In single trees with annual rings,,,551,Iänmääritys vuosilustojen avulla yksittäisistä puista,,,551,An Einzelbäumen auf Grund der Jahrringe,,,551,Sur les arbres pris individuellement à l'aide des cernes annuels,,,på enskilda träd som har årsringar,,,,,,De un árbol por sus anillos anuales,,,
552,1954,1992,,2016,1966,1959,,55,,In groups and stands with annual rings,,,552,Puuryhmistä ja metsiköistä,,,552,An Baumgruppen und Beständen auf Grund der Jahrringe,,,552,Pour des groupes d'arbres et peuplements à l’aide des cernes annuels,,,på bestånd som har årsringar,,,,,,En grupos y masas por sus anillos anuales,,,
553,1954,1992,,2016,1966,1959,,55,,In species having irregular or no growth rings,,,553,"Iänmääritys lajeista, joilla on epäsäännölliset tai ei lainkaan vuosilustoja",,[Katso myös UDK 902 Arkeologia (902.67)],553,An Arten ohne oder mit unregelmäßigen Zuwachsringen,,,553,Chez les espèces ayant des cernes irréguliers ou n'en possédant pas,,,på arter som saknar eller har oregelbundna årsringar,,,,,,En especies que tengan anillos irregulares de crecimiento o no los tengan,,,
559,1954,1992,,2016,1966,1959,,55,,Miscellaneous,,,559,Sekalaista,,,559,Verschiedenes,,,559,Divers,,,Övrigt,,,,,,Varios,,,
56,1954,1992,,1966,1966,1959,,5,181.6|228,Increment. Development and structure of stands,,[For biological aspects see 181.6 and 228],56,Kasvu. Metsiköiden kehitys ja rakenne ,,"[Kasvu biologisesta näkökulmasta, katso 181.6 ja 228; Kasvutaulukot taloudellisen tuoton mukaan, katso 653; Kasvutaulukot puulajiluokittain, katso 525]",56,Zuwachs (Messmethoden und Ergebnisse); Wachstumsgang und Struktur der Bestände,,Biologische Gesichtspunkte siehe 181.6 und 228],56,Accroisement; Evolution et structure des peuplements,,"[Pour les aspects biologiques, voir 181.6 et 228]",Tillväxt: Skogsbeståndens utveckling och struktur,,,Prirastek; razvoj in struktura sestojev,,,"Crecimiento, desarrollo y estructura de masas",,"Para aspectos biológicos, véanse el 181.6 y 228",
560,1983,1992,,2016,1966,1959,,56,,General matters ,(including sampling methods in increment determination),,560,Yleiset tekijät (esim. näytteenottomenetelmät),,,560,Allgemeines ,(einschl. Stichprobenverfahren in der Zuwachsermittlung),,560,Généralités (y compris méthodes d’échantillonnage pour la détermination de l'accroissement),,,Allmänt (inberäknat stickprovsmetoder för tillväxtbestämning),,,,,,Generalidades,incluyendo métodos de muestreo para la determinación de crecimientos,,
561,1954,1992,,2016,1966,1959,,56,,"Increment in height, diameter, basal area, form and quality",,,561,"Pituuden, halkaisijan (muutokset ja trendit, dendrokronologia), pohjapinta-alan, rungon kasvu, kantoanalyysi, muoto ja laatu",,,561,"Zuwachs an Höhe, Durchmesser, Grundfläche, Form und Qualität",,,561,"Accroissements en hauteur, en diamètre, et de la surface terrière; amélioration de forme et de qualité",,,"Tillväxt i höjd, diameter, grundyta, form och kvalitet",,,,,,"Crecimiento en altura, diámetro, área basimétrica, forma y calidad",,,
561.1,1954,1992,,2016,1966,1959,,561,,Height increment,,,561.1,Pituuskasvu,,,561.1 ,Höhenzuwachs,,,561.1,Accroissement en hauteur,,,Hojdtillväxt,,,,,,Crecimiento en altura,,,
561.2,1954,1992,,2016,1966,1959,,561,,Diameter (girth) and basal-area increment,,,561.2,Paksuuskasvu. Halkaisijan ja poikkileikkauspinta-alan kasvu,,,561.2 ,Durchmesser- (Umfang-) und Grundflächenzuwachs,,,561.2,Accroissement en diamètre (circonférence) et de la surface terrière,,,Diameter- (omkrets-) och grundytetillväxt,,,,,,Crecimiento en diámetro (circumferencia) y área basimétrica,,,
561.21,1954,1992,,2016,1966,1959,,561.2,,Diameter (girth) increment: general,,,561.21,Halkaisijan kasvu,,,561.21 ,Durchmesser-(Umfang-)zuwachs im allgemeinen,,,561.21,Accroissement en diamètre (circonférence): généralités,,,Diameter- ( omkrets-) tillväxt: allmänt,,,,,,Crecimiento en diámetro (circumferencia) : generalidades,,,
561.22,1954,1992,,2016,1966,1959,,561.2,,Sampling with increment borers,,,561.22,Mittaus lustokairalla,,,561.22 ,Ermittlung mit Zuwachsbohrern,,,561.22,Sondages à la tarière,,,Provtagning med tillväxtborr,,,,,,Toma de muestras con barrenas,,,
561.23,1954,1992,,2016,1966,1959,,561.2,,Handling and examination of increment cores,,,561.23,Lustokairausten käsittely ja tarkastelu,,,561.23 ,Behandlung und Auswertung von Bohrspänen,,,561.23,Manipulation et examen de carottes d'essai,,,Behandling och undersökning av borrkärnor,,,,,,Preparación y examen del gusanillo obtenido con barrenas para estudios de crecimientos,,,
561.24,1954,1992,,2016,1966,1959,,561.2,,Variations and trends. Dendrochronology,,,561.24,Muutokset ja trendit. Dendrokronologia,,,561.24 ,Variationen und Tendenzen. Jahrringchronologie,,,561.24,Variations et tendances. Dendrochronologie,,,Årsringsvariationer och tendenser i årsringsutvecklingen. Dendrokronologi,,,,,,Variaciones y tendencias. Dendrocronología,,,
561.25,1954,1992,,2016,1966,1959,,561.2,,Basal-area increment,,,561.25,Poikkileikkauspinta-alan kasvu,,,561.25 ,Grundflächenzuwachs,,,561.25,Accroissement de la surface terrière,,,Grundytetillväxt,,,,,,Crecimiento del área basimétrica,,,
561.26,1954,1992,1960,2016,1966,1959,,561.2,562.16,Stem analysis ,,,561.26,Runkoanalyysi,,,561.26 ,Stammanalysen ,,,561.26,Analyses de tiges,,,Stamanalys,,[Jfr 562 .1 6/.1 7],,,,Análisis de tronco,,Véanse 562.16/.17,
561.27,1954,1992,1960,2016,1966,1959,,561.2,562.17,Stump analysis ,,,561.27,Kantoanalyysi,,,561.27 ,Stockanalysen ,,,561.27,Analyses de souches,,,Stubbanalys,,[See also 562.17],,,,Análisis de tocones,,Véanse 562.16/.17,
561.29,1954,1992,,2016,1966,1959,,561.2,,Miscellaneous,,,561.29,Sekalaista,,,561.29 ,Verschiedenes,,,561.29,Divers,,,Övrigt,,,,,,Varios,,,
561.3,1954,1992,,2016,1966,1959,,561,,Form increment,,,561.3,Muodon kasvu,,,561.3 ,Formzuwachs,,,561.3,Amélioration de forme,,,Formtillväxt,,,,,,Desarrollo de la forma,,,
561.5,1954,1992,,2016,1966,1959,,561,,Quality increment,,,561.5,Laadun lisäys,,,561.5 ,Qualitätszuwachs,,,561.5,Amélioration de qualité,,,Kvalitetstillväxt,,,,,,Crecimiento en calidad,,,
561.6,1954,1992,,2016,1966,1959,,561,,Increment %,,,561.6,Kasvuprosentti,,,561.6 ,Zuwachsprozent,,,561.6,Taux d'accroissement,,,Tillväxtprocent,,,,,,Tanto por ciento de crecimiento,,,
561.9,1954,1992,,2016,1966,1959,,561,,Miscellaneous,,,561.9,Sekalaista,,,561.9 ,Verschiedenes,,,561.9,Divers,,,Övrigt,,,,,,Varios,,,
562,1954,1992,,2016,1966,1959,,56,,Volume increment,,,562,Tilavuuden kasvu,,,562,Massenzuwachs,,,562,Accroissement en volume,,,Volymtillväxt,,,,,,Crecimiento en volumen,,,
562.1,1954,1992,,2016,1966,1959,,562,,Of single trees,,,562.1,Yksittäisen puun tilavuuskasvu,,,562.1 ,Einzelstamm,,,562.1,De tiges individuelles,,,Enskilda träd,,,,,,De un árbol,,,
562.16,1954,1992,,2016,1966,1959,,562.1,561.26,Stem analysis ,,,562.16,Runkoanalyysi,,,562.16 ,Stammanalyse ,,,562.16,Analyses de tiges,,,Stamanalys,,[Jfr 561.26],,,,Análisis de tronco,,Véanse 561.26/.27,
562.17,1954,1992,,2016,1966,1959,,562.1,,Stump analysis ,,,562.17,Kantoanalyysi,,,562.17 ,Stockanalyse ,,,562.17,Analyses de souches,,,Stubbanalys,,[See also 561.27],,,,Análisi de tocones,,Véanse 561.26/.27,
562.2,1954,1992,,2016,1966,1959,,562,,Of groups and stands,,,562.2,Puuryhmien ja metsikön tilavuuskasvu,,,562.2 ,Baumgruppen und Bestände im allgemeinen,,,562.2,De groupes d'arbres et de peuplements (généralités),,,Bestånd,,,,,,De grupos de árboles y masas,,,
562.21,1954,1992,,2016,1966,1959,,562.2,,Gross increment and net change,,,562.21,Kokonaiskasvu ja nettomuutos,,,562.21 ,Bruttozuwachs und Nettozuwachs,,,562.21,Accroissement brut et accroissement net,,,Bruttotillväxt och nettotillväxt,,,,,,Crecimiento bruto y neto,,,
562.22,1954,1992,,2016,1966,1959,,562.2,,Mortality and thinnings,,,562.22,Kuolleisuus ja harvennukset,,,562.22 ,Natürliche Bestandesausscheidung und Durchforstungen,,,562.22,Mortalités et éclaircies,,,"Avgång genom gallringar (""aktiv gallring""), självgallring m.m.",,,,,,Mortalidad y claras,,,
562.23,1954,1992,,2016,1966,1959,,562.2,,Recruitment,,,562.23,Puuston uusiutuminen,,,562.23 ,Einwuchs,,,562.23,Passage à la futaie et temps de passage,,,Inväxande kvantiteter ,"(""dimensionsförflyttning, inväxning"")",,,,,Incorporación de nuevos árboles inventariables,,,
562.4,1954,1992,,2016,1966,1959,,562,,Of groups and stands: methods of determination,,,562.4,Puuryhmät ja metsiköt: mittausmenetelmät,,,562.4 ,Baumgruppen und Bestände: Ermittlungsmethoden,,,562.4,De groupes d'arbres et de peuplements: méthodes de détermination,,,Bestånd: metoder for bestämning,,,,,,De grupos y masas : método de determinación,,,
562.41,1954,1992,,2016,1966,1959,,562.4,,By single measurement of sample trees,,,562.41,Yksittäiset mittaukset koepuista,,,562.41 ,Durch einmalige Messungen an Probestämmen,,,562.41,Par mesure unique sur tiges d'essai,,,Genom engångsuppskattning av provträd,,,,,,Por medida de árboles tipos,,,
562.42,1954,1992,,2016,1966,1959,,562.4,62,Méthode du contrôle,,[For use in yield regulation see 62],562.42,Tilavuuden lisäyksen päättelyn menetelmät ,(méthode du contrôle),"[Käyttö kasvun säätelyssä, katso 62]",562.42 ,Kontrollmethode Anwendung dieser bei der Forsteinrichtung siehe 62],,,562.42,Méthode du contrôle,,"[Pour son utilisation en matière de rapport soutenu, voir 62]","""Méthode du contrôle""",,[Användning vid skogsindelning se 62],,,,Métodos de inventarios sucesivos,,"Para su utilización en la regulación de producción, véase 62",
562.45,1954,1992,,2016,1966,1959,,562.4,,Other methods involving direct measurement,,,562.45,Muut menetelmät ml. suorat mittaukset,,,562.45 ,Andere Methoden direkter Messung,,,562.45,Autres méthodes de mesures directes,,,Andra på direkta mätningar grundade metoder,,,,,,Otros métodos que incluyen medición directa,,,
562.46,1954,1992,,2016,1966,1959,,562.4,,Indirect assessment ,(e.g. from yield tables),,562.46,Epäsuorat mittaukset,(esim. kasvutaulukoista),,562.46 ,Indirekte Bestimmung ,(z.B. mittels Ertragstafeln),,562.46,Estimation indirecte ,(par ex. à l'aide de tables de production),,lndirekt uppskattning ,(t.ex. med ledning av erfarenhets- eller produktionstabeller m.m.),,,,,"Determinación indirecta (p.ej., mediante tablas de producción)",,,
